indicador_id,indicador,recorte,fonte,arquivo_tabela,caminho,campos,ano_periodo,unidade,numerador,denominador,cobertura_municipal,municipios_com_dado,tamanho_minimo_grupo,tratamento_ausencia,compatibilidade_indicador_principal,benchmark_estadual,comparacao_pares,risco_identificacao_instabilidade,categoria_uso_recomendado,uso_recomendado,status_p4b
acesso_internet_disp_pessoais,Escolas com acesso dos alunos à internet por dispositivos pessoais,dependencia_administrativa,INEP — Censo Escolar / Sinopse Estatística; painel educacional municipal já exportado,censo; infraestrutura_escolar_por_dependencia.sql / agregação por localização,/data/educacao/municipios/{id}.json#blocos.rede_escolar.infraestrutura.por_rede,"ano, dependencia, escolas, perc_acesso_internet_disp_pessoais",2014–2025,percentual,escolas com a característica; não publicado no JSON segmentado,escolas no grupo,497/497,497,1; mínimo positivo 1; 0 células com zero explícito,null permanece ausente; grupos ausentes não são convertidos em zero; zeros explícitos são preservados como publicados pela fonte,compatível em definição; o percentual publicado é arredondado e deve ser recalculado com contagens brutas para benchmark,não agregar percentuais arredondados; recalcular nas tabelas de origem com numerador e denominador,"possível após materializar contagens brutas, mesmo ano e recorte","agregado municipal, sem identificador individual; alta instabilidade e possível exposição de escola única quando a célula é pequena",investigação,"exploração descritiva; sem ação, ranking ou comparação até aplicar contagens brutas e limiar",not_recommended
acesso_internet_disp_pessoais,Escolas com acesso dos alunos à internet por dispositivos pessoais,urbano_rural,INEP — Censo Escolar / Sinopse Estatística; painel educacional municipal já exportado,censo; infraestrutura_escolar_por_dependencia.sql / agregação por localização,/data/educacao/municipios/{id}.json#blocos.rede_escolar.infraestrutura.por_localizacao,"ano, localizacao, escolas, perc_acesso_internet_disp_pessoais",2014–2025,percentual,escolas com a característica; não publicado no JSON segmentado,escolas no grupo,497/497,497,1; mínimo positivo 1; 0 células com zero explícito,null permanece ausente; grupos ausentes não são convertidos em zero; zeros explícitos são preservados como publicados pela fonte,compatível em definição; o percentual publicado é arredondado e deve ser recalculado com contagens brutas para benchmark,não agregar percentuais arredondados; recalcular nas tabelas de origem com numerador e denominador,"possível após materializar contagens brutas, mesmo ano e recorte","agregado municipal, sem identificador individual; alta instabilidade e possível exposição de escola única quando a célula é pequena",investigação,"exploração descritiva; sem ação, ranking ou comparação até aplicar contagens brutas e limiar",not_recommended
rede_local,Escolas com rede local de computadores,dependencia_administrativa,INEP — Censo Escolar / Sinopse Estatística; painel educacional municipal já exportado,censo; infraestrutura_escolar_por_dependencia.sql / agregação por localização,/data/educacao/municipios/{id}.json#blocos.rede_escolar.infraestrutura.por_rede,"ano, dependencia, escolas, perc_rede_local",2014–2025,percentual,escolas com a característica; não publicado no JSON segmentado,escolas no grupo,497/497,497,1; mínimo positivo 1; 0 células com zero explícito,null permanece ausente; grupos ausentes não são convertidos em zero; zeros explícitos são preservados como publicados pela fonte,compatível em definição; o percentual publicado é arredondado e deve ser recalculado com contagens brutas para benchmark,não agregar percentuais arredondados; recalcular nas tabelas de origem com numerador e denominador,"possível após materializar contagens brutas, mesmo ano e recorte","agregado municipal, sem identificador individual; alta instabilidade e possível exposição de escola única quando a célula é pequena",investigação,"exploração descritiva; sem ação, ranking ou comparação até aplicar contagens brutas e limiar",not_recommended
rede_local,Escolas com rede local de computadores,urbano_rural,INEP — Censo Escolar / Sinopse Estatística; painel educacional municipal já exportado,censo; infraestrutura_escolar_por_dependencia.sql / agregação por localização,/data/educacao/municipios/{id}.json#blocos.rede_escolar.infraestrutura.por_localizacao,"ano, localizacao, escolas, perc_rede_local",2014–2025,percentual,escolas com a característica; não publicado no JSON segmentado,escolas no grupo,497/497,497,1; mínimo positivo 1; 0 células com zero explícito,null permanece ausente; grupos ausentes não são convertidos em zero; zeros explícitos são preservados como publicados pela fonte,compatível em definição; o percentual publicado é arredondado e deve ser recalculado com contagens brutas para benchmark,não agregar percentuais arredondados; recalcular nas tabelas de origem com numerador e denominador,"possível após materializar contagens brutas, mesmo ano e recorte","agregado municipal, sem identificador individual; alta instabilidade e possível exposição de escola única quando a célula é pequena",investigação,"exploração descritiva; sem ação, ranking ou comparação até aplicar contagens brutas e limiar",not_recommended
rede_wireless,Escolas com rede local sem fio,dependencia_administrativa,INEP — Censo Escolar / Sinopse Estatística; painel educacional municipal já exportado,censo; infraestrutura_escolar_por_dependencia.sql / agregação por localização,/data/educacao/municipios/{id}.json#blocos.rede_escolar.infraestrutura.por_rede,"ano, dependencia, escolas, perc_rede_wireless",2014–2025,percentual,escolas com a característica; não publicado no JSON segmentado,escolas no grupo,497/497,497,1; mínimo positivo 1; 0 células com zero explícito,null permanece ausente; grupos ausentes não são convertidos em zero; zeros explícitos são preservados como publicados pela fonte,compatível em definição; o percentual publicado é arredondado e deve ser recalculado com contagens brutas para benchmark,não agregar percentuais arredondados; recalcular nas tabelas de origem com numerador e denominador,"possível após materializar contagens brutas, mesmo ano e recorte","agregado municipal, sem identificador individual; alta instabilidade e possível exposição de escola única quando a célula é pequena",investigação,"exploração descritiva; sem ação, ranking ou comparação até aplicar contagens brutas e limiar",not_recommended
rede_wireless,Escolas com rede local sem fio,urbano_rural,INEP — Censo Escolar / Sinopse Estatística; painel educacional municipal já exportado,censo; infraestrutura_escolar_por_dependencia.sql / agregação por localização,/data/educacao/municipios/{id}.json#blocos.rede_escolar.infraestrutura.por_localizacao,"ano, localizacao, escolas, perc_rede_wireless",2014–2025,percentual,escolas com a característica; não publicado no JSON segmentado,escolas no grupo,497/497,497,1; mínimo positivo 1; 0 células com zero explícito,null permanece ausente; grupos ausentes não são convertidos em zero; zeros explícitos são preservados como publicados pela fonte,compatível em definição; o percentual publicado é arredondado e deve ser recalculado com contagens brutas para benchmark,não agregar percentuais arredondados; recalcular nas tabelas de origem com numerador e denominador,"possível após materializar contagens brutas, mesmo ano e recorte","agregado municipal, sem identificador individual; alta instabilidade e possível exposição de escola única quando a célula é pequena",investigação,"exploração descritiva; sem ação, ranking ou comparação até aplicar contagens brutas e limiar",not_recommended
banda_larga,Escolas com internet banda larga,dependencia_administrativa,INEP — Censo Escolar / Sinopse Estatística; painel educacional municipal já exportado,censo; infraestrutura_escolar_por_dependencia.sql / agregação por localização,/data/educacao/municipios/{id}.json#blocos.rede_escolar.infraestrutura.por_rede,"ano, dependencia, escolas, perc_banda_larga",2014–2025,percentual,escolas com a característica; não publicado no JSON segmentado,escolas no grupo,497/497,497,1; mínimo positivo 1; 0 células com zero explícito,null permanece ausente; grupos ausentes não são convertidos em zero; zeros explícitos são preservados como publicados pela fonte,compatível em definição; o percentual publicado é arredondado e deve ser recalculado com contagens brutas para benchmark,não agregar percentuais arredondados; recalcular nas tabelas de origem com numerador e denominador,"possível após materializar contagens brutas, mesmo ano e recorte","agregado municipal, sem identificador individual; alta instabilidade e possível exposição de escola única quando a célula é pequena",investigação,"exploração descritiva; sem ação, ranking ou comparação até aplicar contagens brutas e limiar",not_recommended
banda_larga,Escolas com internet banda larga,urbano_rural,INEP — Censo Escolar / Sinopse Estatística; painel educacional municipal já exportado,censo; infraestrutura_escolar_por_dependencia.sql / agregação por localização,/data/educacao/municipios/{id}.json#blocos.rede_escolar.infraestrutura.por_localizacao,"ano, localizacao, escolas, perc_banda_larga",2014–2025,percentual,escolas com a característica; não publicado no JSON segmentado,escolas no grupo,497/497,497,1; mínimo positivo 1; 0 células com zero explícito,null permanece ausente; grupos ausentes não são convertidos em zero; zeros explícitos são preservados como publicados pela fonte,compatível em definição; o percentual publicado é arredondado e deve ser recalculado com contagens brutas para benchmark,não agregar percentuais arredondados; recalcular nas tabelas de origem com numerador e denominador,"possível após materializar contagens brutas, mesmo ano e recorte","agregado municipal, sem identificador individual; alta instabilidade e possível exposição de escola única quando a célula é pequena",investigação,"exploração descritiva; sem ação, ranking ou comparação até aplicar contagens brutas e limiar",not_recommended
desktop_aluno,Escolas com computadores de mesa para alunos,dependencia_administrativa,INEP — Censo Escolar / Sinopse Estatística; painel educacional municipal já exportado,censo; infraestrutura_escolar_por_dependencia.sql / agregação por localização,/data/educacao/municipios/{id}.json#blocos.rede_escolar.infraestrutura.por_rede,"ano, dependencia, escolas, perc_desktop_aluno",2014–2025,percentual,escolas com a característica; não publicado no JSON segmentado,escolas no grupo,497/497,497,1; mínimo positivo 1; 0 células com zero explícito,null permanece ausente; grupos ausentes não são convertidos em zero; zeros explícitos são preservados como publicados pela fonte,compatível em definição; o percentual publicado é arredondado e deve ser recalculado com contagens brutas para benchmark,não agregar percentuais arredondados; recalcular nas tabelas de origem com numerador e denominador,"possível após materializar contagens brutas, mesmo ano e recorte","agregado municipal, sem identificador individual; alta instabilidade e possível exposição de escola única quando a célula é pequena",investigação,"exploração descritiva; sem ação, ranking ou comparação até aplicar contagens brutas e limiar",not_recommended
desktop_aluno,Escolas com computadores de mesa para alunos,urbano_rural,INEP — Censo Escolar / Sinopse Estatística; painel educacional municipal já exportado,censo; infraestrutura_escolar_por_dependencia.sql / agregação por localização,/data/educacao/municipios/{id}.json#blocos.rede_escolar.infraestrutura.por_localizacao,"ano, localizacao, escolas, perc_desktop_aluno",2014–2025,percentual,escolas com a característica; não publicado no JSON segmentado,escolas no grupo,497/497,497,1; mínimo positivo 1; 0 células com zero explícito,null permanece ausente; grupos ausentes não são convertidos em zero; zeros explícitos são preservados como publicados pela fonte,compatível em definição; o percentual publicado é arredondado e deve ser recalculado com contagens brutas para benchmark,não agregar percentuais arredondados; recalcular nas tabelas de origem com numerador e denominador,"possível após materializar contagens brutas, mesmo ano e recorte","agregado municipal, sem identificador individual; alta instabilidade e possível exposição de escola única quando a célula é pequena",investigação,"exploração descritiva; sem ação, ranking ou comparação até aplicar contagens brutas e limiar",not_recommended
comp_portatil_aluno,Escolas com computadores portáteis para alunos,dependencia_administrativa,INEP — Censo Escolar / Sinopse Estatística; painel educacional municipal já exportado,censo; infraestrutura_escolar_por_dependencia.sql / agregação por localização,/data/educacao/municipios/{id}.json#blocos.rede_escolar.infraestrutura.por_rede,"ano, dependencia, escolas, perc_comp_portatil_aluno",2014–2025,percentual,escolas com a característica; não publicado no JSON segmentado,escolas no grupo,497/497,497,1; mínimo positivo 1; 0 células com zero explícito,null permanece ausente; grupos ausentes não são convertidos em zero; zeros explícitos são preservados como publicados pela fonte,compatível em definição; o percentual publicado é arredondado e deve ser recalculado com contagens brutas para benchmark,não agregar percentuais arredondados; recalcular nas tabelas de origem com numerador e denominador,"possível após materializar contagens brutas, mesmo ano e recorte","agregado municipal, sem identificador individual; alta instabilidade e possível exposição de escola única quando a célula é pequena",investigação,"exploração descritiva; sem ação, ranking ou comparação até aplicar contagens brutas e limiar",not_recommended
comp_portatil_aluno,Escolas com computadores portáteis para alunos,urbano_rural,INEP — Censo Escolar / Sinopse Estatística; painel educacional municipal já exportado,censo; infraestrutura_escolar_por_dependencia.sql / agregação por localização,/data/educacao/municipios/{id}.json#blocos.rede_escolar.infraestrutura.por_localizacao,"ano, localizacao, escolas, perc_comp_portatil_aluno",2014–2025,percentual,escolas com a característica; não publicado no JSON segmentado,escolas no grupo,497/497,497,1; mínimo positivo 1; 0 células com zero explícito,null permanece ausente; grupos ausentes não são convertidos em zero; zeros explícitos são preservados como publicados pela fonte,compatível em definição; o percentual publicado é arredondado e deve ser recalculado com contagens brutas para benchmark,não agregar percentuais arredondados; recalcular nas tabelas de origem com numerador e denominador,"possível após materializar contagens brutas, mesmo ano e recorte","agregado municipal, sem identificador individual; alta instabilidade e possível exposição de escola única quando a célula é pequena",investigação,"exploração descritiva; sem ação, ranking ou comparação até aplicar contagens brutas e limiar",not_recommended
tablet_aluno,Escolas com tablets para alunos,dependencia_administrativa,INEP — Censo Escolar / Sinopse Estatística; painel educacional municipal já exportado,censo; infraestrutura_escolar_por_dependencia.sql / agregação por localização,/data/educacao/municipios/{id}.json#blocos.rede_escolar.infraestrutura.por_rede,"ano, dependencia, escolas, perc_tablet_aluno",2014–2025,percentual,escolas com a característica; não publicado no JSON segmentado,escolas no grupo,497/497,497,1; mínimo positivo 1; 0 células com zero explícito,null permanece ausente; grupos ausentes não são convertidos em zero; zeros explícitos são preservados como publicados pela fonte,compatível em definição; o percentual publicado é arredondado e deve ser recalculado com contagens brutas para benchmark,não agregar percentuais arredondados; recalcular nas tabelas de origem com numerador e denominador,"possível após materializar contagens brutas, mesmo ano e recorte","agregado municipal, sem identificador individual; alta instabilidade e possível exposição de escola única quando a célula é pequena",investigação,"exploração descritiva; sem ação, ranking ou comparação até aplicar contagens brutas e limiar",not_recommended
tablet_aluno,Escolas com tablets para alunos,urbano_rural,INEP — Censo Escolar / Sinopse Estatística; painel educacional municipal já exportado,censo; infraestrutura_escolar_por_dependencia.sql / agregação por localização,/data/educacao/municipios/{id}.json#blocos.rede_escolar.infraestrutura.por_localizacao,"ano, localizacao, escolas, perc_tablet_aluno",2014–2025,percentual,escolas com a característica; não publicado no JSON segmentado,escolas no grupo,497/497,497,1; mínimo positivo 1; 0 células com zero explícito,null permanece ausente; grupos ausentes não são convertidos em zero; zeros explícitos são preservados como publicados pela fonte,compatível em definição; o percentual publicado é arredondado e deve ser recalculado com contagens brutas para benchmark,não agregar percentuais arredondados; recalcular nas tabelas de origem com numerador e denominador,"possível após materializar contagens brutas, mesmo ano e recorte","agregado municipal, sem identificador individual; alta instabilidade e possível exposição de escola única quando a célula é pequena",investigação,"exploração descritiva; sem ação, ranking ou comparação até aplicar contagens brutas e limiar",not_recommended
salas_climatizadas,Salas de aula climatizadas,dependencia_administrativa,INEP — Censo Escolar / Sinopse Estatística; painel educacional municipal já exportado,censo; infraestrutura_escolar_por_dependencia.sql / agregação por localização,/data/educacao/municipios/{id}.json#blocos.rede_escolar.infraestrutura.por_rede,"ano, dependencia, escolas, perc_salas_climatizadas",2014–2025,percentual,salas utilizadas com a característica; não publicado no JSON segmentado,salas utilizadas; não publicado no JSON segmentado,497/497,497,1; mínimo positivo 1; 0 células com zero explícito,null permanece ausente; grupos ausentes não são convertidos em zero; zeros explícitos são preservados como publicados pela fonte,"parcial: percentual disponível, mas o denominador de salas e o numerador bruto não estão no artefato segmentado",não agregar percentuais arredondados; recalcular nas tabelas de origem com numerador e denominador,"possível após materializar contagens brutas, mesmo ano e recorte","agregado municipal, sem identificador individual; alta instabilidade e possível exposição de escola única quando a célula é pequena",investigação,"exploração descritiva; sem ação, ranking ou comparação até aplicar contagens brutas e limiar",not_recommended
salas_climatizadas,Salas de aula climatizadas,urbano_rural,INEP — Censo Escolar / Sinopse Estatística; painel educacional municipal já exportado,censo; infraestrutura_escolar_por_dependencia.sql / agregação por localização,/data/educacao/municipios/{id}.json#blocos.rede_escolar.infraestrutura.por_localizacao,"ano, localizacao, escolas, perc_salas_climatizadas",2014–2025,percentual,salas utilizadas com a característica; não publicado no JSON segmentado,salas utilizadas; não publicado no JSON segmentado,497/497,497,1; mínimo positivo 1; 0 células com zero explícito,null permanece ausente; grupos ausentes não são convertidos em zero; zeros explícitos são preservados como publicados pela fonte,"parcial: percentual disponível, mas o denominador de salas e o numerador bruto não estão no artefato segmentado",não agregar percentuais arredondados; recalcular nas tabelas de origem com numerador e denominador,"possível após materializar contagens brutas, mesmo ano e recorte","agregado municipal, sem identificador individual; alta instabilidade e possível exposição de escola única quando a célula é pequena",investigação,"exploração descritiva; sem ação, ranking ou comparação até aplicar contagens brutas e limiar",not_recommended
salas_acessiveis,Salas de aula com acessibilidade,dependencia_administrativa,INEP — Censo Escolar / Sinopse Estatística; painel educacional municipal já exportado,censo; infraestrutura_escolar_por_dependencia.sql / agregação por localização,/data/educacao/municipios/{id}.json#blocos.rede_escolar.infraestrutura.por_rede,"ano, dependencia, escolas, perc_salas_acessiveis",2014–2025,percentual,salas utilizadas com a característica; não publicado no JSON segmentado,salas utilizadas; não publicado no JSON segmentado,497/497,497,1; mínimo positivo 1; 0 células com zero explícito,null permanece ausente; grupos ausentes não são convertidos em zero; zeros explícitos são preservados como publicados pela fonte,"parcial: percentual disponível, mas o denominador de salas e o numerador bruto não estão no artefato segmentado",não agregar percentuais arredondados; recalcular nas tabelas de origem com numerador e denominador,"possível após materializar contagens brutas, mesmo ano e recorte","agregado municipal, sem identificador individual; alta instabilidade e possível exposição de escola única quando a célula é pequena",investigação,"exploração descritiva; sem ação, ranking ou comparação até aplicar contagens brutas e limiar",not_recommended
salas_acessiveis,Salas de aula com acessibilidade,urbano_rural,INEP — Censo Escolar / Sinopse Estatística; painel educacional municipal já exportado,censo; infraestrutura_escolar_por_dependencia.sql / agregação por localização,/data/educacao/municipios/{id}.json#blocos.rede_escolar.infraestrutura.por_localizacao,"ano, localizacao, escolas, perc_salas_acessiveis",2014–2025,percentual,salas utilizadas com a característica; não publicado no JSON segmentado,salas utilizadas; não publicado no JSON segmentado,497/497,497,1; mínimo positivo 1; 0 células com zero explícito,null permanece ausente; grupos ausentes não são convertidos em zero; zeros explícitos são preservados como publicados pela fonte,"parcial: percentual disponível, mas o denominador de salas e o numerador bruto não estão no artefato segmentado",não agregar percentuais arredondados; recalcular nas tabelas de origem com numerador e denominador,"possível após materializar contagens brutas, mesmo ano e recorte","agregado municipal, sem identificador individual; alta instabilidade e possível exposição de escola única quando a célula é pequena",investigação,"exploração descritiva; sem ação, ranking ou comparação até aplicar contagens brutas e limiar",not_recommended
saeb_matematica_anos_iniciais,Desempenho em Matemática - anos iniciais,dependencia_administrativa,INEP — SAEB; tabela local saeb_proficiencia,saeb_proficiencia; saeb_matematica.sql; saeb_proficiencia_niveis.sql,data_pipeline/queries/saeb_proficiencia_niveis.sql (o SQL atual força dependencia=total e localizacao=total),"ano, id_municipio, dependencia, localizacao, etapa_codigo, materia, nivel, valor",não aferido; PostgreSQL local indisponível,percentual de estudantes por nível,soma das parcelas no nível adequado ou superior,estudantes participantes do SAEB no mesmo recorte,não aferida,não aferido,não aferido,null permanece ausente; grupos ausentes não são convertidos em zero; zeros explícitos são preservados como publicados pela fonte,"potencialmente compatível, mas ainda não materializado: é necessário retirar o filtro total preservando os mesmos limiares e validar denominador e supressões do SAEB",não aferido; recalcular com microagregados oficiais e mesma regra,"não aferido; exigir mesmo ano, etapa, disciplina, dependência/localização e regra de divulgação",agregado municipal; risco alto de instabilidade/supressão em redes e localidades pequenas,investigação,não usar até validar cobertura oficial e regras de divulgação,not_recommended
saeb_matematica_anos_iniciais,Desempenho em Matemática - anos iniciais,urbano_rural,INEP — SAEB; tabela local saeb_proficiencia,saeb_proficiencia; saeb_matematica.sql; saeb_proficiencia_niveis.sql,data_pipeline/queries/saeb_proficiencia_niveis.sql (o SQL atual força dependencia=total e localizacao=total),"ano, id_municipio, dependencia, localizacao, etapa_codigo, materia, nivel, valor",não aferido; PostgreSQL local indisponível,percentual de estudantes por nível,soma das parcelas no nível adequado ou superior,estudantes participantes do SAEB no mesmo recorte,não aferida,não aferido,não aferido,null permanece ausente; grupos ausentes não são convertidos em zero; zeros explícitos são preservados como publicados pela fonte,"potencialmente compatível, mas ainda não materializado: é necessário retirar o filtro total preservando os mesmos limiares e validar denominador e supressões do SAEB",não aferido; recalcular com microagregados oficiais e mesma regra,"não aferido; exigir mesmo ano, etapa, disciplina, dependência/localização e regra de divulgação",agregado municipal; risco alto de instabilidade/supressão em redes e localidades pequenas,investigação,não usar até validar cobertura oficial e regras de divulgação,not_recommended
saeb_matematica_anos_iniciais,Desempenho em Matemática - anos iniciais,nivel_socioeconomico,INEP — INSE; painel educacional municipal já exportado,inse,/data/educacao/municipios/{id}.json#blocos.aprendizagem.series.inse,"ano, media_inse, qtd_alunos_inse",2019–2023,média INSE,não aplicável,qtd_alunos_inse apenas como cobertura do INSE,497/497,497,0; mínimo positivo 4; 46 células com zero explícito,null permanece ausente; grupos ausentes não são convertidos em zero; zeros explícitos são preservados como publicados pela fonte,"não é recorte do indicador: há uma média contextual de INSE, não resultados SAEB por grupos de NSE","média ponderada é possível como contexto, não como desigualdade","pode ajustar coorte futura, mas não comparar grupos de NSE","agregado municipal, sem identificador individual; células pequenas e muitos zeros exigem supressão e aviso de instabilidade",contexto,covariável contextual; vedado apresentar como desigualdade por NSE,not_recommended
saeb_matematica_anos_finais,Desempenho em Matemática - anos finais,dependencia_administrativa,INEP — SAEB; tabela local saeb_proficiencia,saeb_proficiencia; saeb_matematica.sql; saeb_proficiencia_niveis.sql,data_pipeline/queries/saeb_proficiencia_niveis.sql (o SQL atual força dependencia=total e localizacao=total),"ano, id_municipio, dependencia, localizacao, etapa_codigo, materia, nivel, valor",não aferido; PostgreSQL local indisponível,percentual de estudantes por nível,soma das parcelas no nível adequado ou superior,estudantes participantes do SAEB no mesmo recorte,não aferida,não aferido,não aferido,null permanece ausente; grupos ausentes não são convertidos em zero; zeros explícitos são preservados como publicados pela fonte,"potencialmente compatível, mas ainda não materializado: é necessário retirar o filtro total preservando os mesmos limiares e validar denominador e supressões do SAEB",não aferido; recalcular com microagregados oficiais e mesma regra,"não aferido; exigir mesmo ano, etapa, disciplina, dependência/localização e regra de divulgação",agregado municipal; risco alto de instabilidade/supressão em redes e localidades pequenas,investigação,não usar até validar cobertura oficial e regras de divulgação,not_recommended
